"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	"Injury Intent"	"Injury Intent Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"2003"	"2003"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	3	5183281	0.06 (Unreliable)	0.01	0.17	0.00%
	"2003"	"2003"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1480	5183281	28.55	27.10	30.01	0.23%
	"2003"	"2003"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	84	5183281	1.62	1.29	2.01	0.01%
	"2003"	"2003"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	158	5183281	3.05	2.57	3.52	0.02%
	"2003"	"2003"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	1	5183281	0.02 (Unreliable)	0.00	0.11	0.00%
	"2003"	"2003"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	9	5183281	0.17 (Unreliable)	0.08	0.33	0.00%
	"2003"	"2003"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	12	5183281	0.23 (Unreliable)	0.12	0.40	0.00%
"Total"	"2003"	"2003"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"			1809	5183281	34.90	33.29	36.51	0.28%
"Total"	"2003"	"2003"	"Male"	"M"	"75-84 years"	"75-84"					1809	5183281	34.90	33.29	36.51	0.28%
	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	12	1338201	0.90 (Unreliable)	0.46	1.57	0.00%
	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	8	1338201	0.60 (Unreliable)	0.26	1.18	0.00%
	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Fall"	"GRINJ-003"	18	1338201	1.35 (Unreliable)	0.80	2.13	0.00%
	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	529	1338201	39.53	36.16	42.90	0.08%
	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	1	1338201	0.07 (Unreliable)	0.00	0.42	0.00%
	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	47	1338201	3.51	2.58	4.67	0.01%
	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	72	1338201	5.38	4.21	6.78	0.01%
	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	2	1338201	0.15 (Unreliable)	0.02	0.54	0.00%
	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	1338201	0.07 (Unreliable)	0.00	0.42	0.00%
"Total"	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"			690	1338201	51.56	47.71	55.41	0.11%
"Total"	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"					690	1338201	51.56	47.71	55.41	0.11%
	"2003"	"2003"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	2	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Fall"	"GRINJ-003"	1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	2	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"2003"	"2003"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2003"	"2003"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"			7	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2003"	"2003"	"Male"	"M"	"Not Stated"	"NS"					7	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"2003"	"2003"	"Male"	"M"							25203	142428897	17.70	17.48	17.91	3.88%
"Total"	"2003"	"2003"									31484	290107933	10.85	10.73	10.97	4.84%
	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	9	10443706	0.09 (Unreliable)	0.04	0.16	0.00%
	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	15	10443706	0.14 (Unreliable)	0.08	0.24	0.00%
	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	70	10443706	0.67	0.52	0.85	0.01%
	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	3	10443706	0.03 (Unreliable)	0.01	0.08	0.00%
	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	1	10443706	0.01 (Unreliable)	0.00	0.05	0.00%
"Total"	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"			98	10443706	0.94	0.76	1.14	0.02%
"Total"	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"					98	10443706	0.94	0.76	1.14	0.02%
	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	1	10242793	0.01 (Unreliable)	0.00	0.05	0.00%
	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	2	10242793	0.02 (Unreliable)	0.00	0.07	0.00%
	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fall"	"GRINJ-003"	11	10242793	0.11 (Unreliable)	0.05	0.19	0.00%
	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	99	10242793	0.97	0.79	1.18	0.02%
	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	5	10242793	0.05 (Unreliable)	0.02	0.11	0.00%
	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	55	10242793	0.54	0.40	0.70	0.01%
	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	174	10242793	1.70	1.45	1.95	0.03%
	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	6	10242793	0.06 (Unreliable)	0.02	0.13	0.00%
	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	2	10242793	0.02 (Unreliable)	0.00	0.07	0.00%
"Total"	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"			355	10242793	3.47	3.11	3.83	0.05%
"Total"	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"					355	10242793	3.47	3.11	3.83	0.05%
	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	4	10190641	0.04 (Unreliable)	0.01	0.10	0.00%
	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	6	10190641	0.06 (Unreliable)	0.02	0.13	0.00%
	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fall"	"GRINJ-003"	16	10190641	0.16 (Unreliable)	0.09	0.25	0.00%
	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	2	10190641	0.02 (Unreliable)	0.00	0.07	0.00%
	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	116	10190641	1.14	0.93	1.35	0.02%
	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	7	10190641	0.07 (Unreliable)	0.03	0.14	0.00%
	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	77	10190641	0.76	0.60	0.94	0.01%
	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	125	10190641	1.23	1.01	1.44	0.02%
	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	9	10190641	0.09 (Unreliable)	0.04	0.17	0.00%
	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	3	10190641	0.03 (Unreliable)	0.01	0.09	0.00%
"Total"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"			365	10190641	3.58	3.21	3.95	0.06%
"Total"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"					365	10190641	3.58	3.21	3.95	0.06%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	12	19520225	0.06 (Unreliable)	0.03	0.11	0.00%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	14	19520225	0.07 (Unreliable)	0.04	0.12	0.00%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fall"	"GRINJ-003"	26	19520225	0.13	0.09	0.20	0.00%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	8	19520225	0.04 (Unreliable)	0.02	0.08	0.00%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	305	19520225	1.56	1.39	1.74	0.05%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	7	19520225	0.04 (Unreliable)	0.01	0.07	0.00%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	312	19520225	1.60	1.42	1.78	0.05%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	231	19520225	1.18	1.03	1.34	0.04%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	12	19520225	0.06 (Unreliable)	0.03	0.11	0.00%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	4	19520225	0.02 (Unreliable)	0.01	0.05	0.00%
	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	19520225	0.01 (Unreliable)	0.00	0.03	0.00%
"Total"	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"			932	19520225	4.77	4.47	5.08	0.14%
"Total"	"2004"	"2004"	"Female"	"F"	"25-34 years"	"25-34"					932	19520225	4.77	4.47	5.08	0.14%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	15	22015734	0.07 (Unreliable)	0.04	0.11	0.00%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	34	22015734	0.15	0.11	0.22	0.01%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fall"	"GRINJ-003"	39	22015734	0.18	0.13	0.24	0.01%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	13	22015734	0.06 (Unreliable)	0.03	0.10	0.00%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	492	22015734	2.23	2.04	2.43	0.08%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	6	22015734	0.03 (Unreliable)	0.01	0.06	0.00%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	685	22015734	3.11	2.88	3.34	0.11%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	245	22015734	1.11	0.97	1.25	0.04%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	27	22015734	0.12	0.08	0.18	0.00%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	10	22015734	0.05 (Unreliable)	0.02	0.08	0.00%
	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	5	22015734	0.02 (Unreliable)	0.01	0.05	0.00%
"Total"	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"			1571	22015734	7.14	6.78	7.49	0.24%
"Total"	"2004"	"2004"	"Female"	"F"	"35-44 years"	"35-44"					1571	22015734	7.14	6.78	7.49	0.24%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	31	21184129	0.15	0.10	0.21	0.00%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	29	21184129	0.14	0.09	0.20	0.00%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fall"	"GRINJ-003"	35	21184129	0.17	0.12	0.23	0.01%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	20	21184129	0.09	0.06	0.15	0.00%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	588	21184129	2.78	2.55	3.00	0.09%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	2	21184129	0.01 (Unreliable)	0.00	0.03	0.00%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	821	21184129	3.88	3.61	4.14	0.13%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	250	21184129	1.18	1.03	1.33	0.04%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	31	21184129	0.15	0.10	0.21	0.00%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	15	21184129	0.07 (Unreliable)	0.04	0.12	0.00%
	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	6	21184129	0.03 (Unreliable)	0.01	0.06	0.00%
"Total"	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"			1828	21184129	8.63	8.23	9.02	0.28%
"Total"	"2004"	"2004"	"Female"	"F"	"45-54 years"	"45-54"					1828	21184129	8.63	8.23	9.02	0.28%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	27	15185747	0.18	0.12	0.26	0.00%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	20	15185747	0.13	0.08	0.20	0.00%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fall"	"GRINJ-003"	19	15185747	0.13 (Unreliable)	0.08	0.20	0.00%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	5	15185747	0.03 (Unreliable)	0.01	0.08	0.00%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	334	15185747	2.20	1.96	2.44	0.05%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	3	15185747	0.02 (Unreliable)	0.00	0.06	0.00%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	381	15185747	2.51	2.26	2.76	0.06%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	120	15185747	0.79	0.65	0.93	0.02%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	8	15185747	0.05 (Unreliable)	0.02	0.10	0.00%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	4	15185747	0.03 (Unreliable)	0.01	0.07	0.00%
	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	2	15185747	0.01 (Unreliable)	0.00	0.05	0.00%
"Total"	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"			923	15185747	6.08	5.69	6.47	0.14%
"Total"	"2004"	"2004"	"Female"	"F"	"55-64 years"	"55-64"					923	15185747	6.08	5.69	6.47	0.14%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	12	10110363	0.12 (Unreliable)	0.06	0.21	0.00%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	20	10110363	0.20	0.12	0.31	0.00%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fall"	"GRINJ-003"	12	10110363	0.12 (Unreliable)	0.06	0.21	0.00%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	1	10110363	0.01 (Unreliable)	0.00	0.06	0.00%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	156	10110363	1.54	1.30	1.79	0.02%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	1	10110363	0.01 (Unreliable)	0.00	0.06	0.00%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	120	10110363	1.19	0.97	1.40	0.02%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	49	10110363	0.48	0.36	0.64	0.01%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	4	10110363	0.04 (Unreliable)	0.01	0.10	0.00%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	2	10110363	0.02 (Unreliable)	0.00	0.07	0.00%
	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	10110363	0.01 (Unreliable)	0.00	0.06	0.00%
"Total"	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"			378	10110363	3.74	3.36	4.12	0.06%
"Total"	"2004"	"2004"	"Female"	"F"	"65-74 years"	"65-74"					378	10110363	3.74	3.36	4.12	0.06%
	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	5	7738742	0.06 (Unreliable)	0.02	0.15	0.00%
	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	13	7738742	0.17 (Unreliable)	0.09	0.29	0.00%
	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fall"	"GRINJ-003"	17	7738742	0.22 (Unreliable)	0.13	0.35	0.00%
	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	1	7738742	0.01 (Unreliable)	0.00	0.07	0.00%
	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	109	7738742	1.41	1.14	1.67	0.02%
	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	1	7738742	0.01 (Unreliable)	0.00	0.07	0.00%
	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	94	7738742	1.21	0.98	1.49	0.01%
	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	55	7738742	0.71	0.54	0.93	0.01%
	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	3	7738742	0.04 (Unreliable)	0.01	0.11	0.00%
	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	5	7738742	0.06 (Unreliable)	0.02	0.15	0.00%
"Total"	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"			303	7738742	3.92	3.47	4.36	0.05%
"Total"	"2004"	"2004"	"Female"	"F"	"75-84 years"	"75-84"					303	7738742	3.92	3.47	4.36	0.05%
	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	9	3166584	0.28 (Unreliable)	0.13	0.54	0.00%
	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Fall"	"GRINJ-003"	13	3166584	0.41 (Unreliable)	0.22	0.70	0.00%
	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	19	3166584	0.60 (Unreliable)	0.36	0.94	0.00%
	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	40	3166584	1.26	0.90	1.72	0.01%
	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	37	3166584	1.17	0.82	1.61	0.01%
	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	1	3166584	0.03 (Unreliable)	0.00	0.18	0.00%
	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	3166584	0.03 (Unreliable)	0.00	0.18	0.00%
"Total"	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"			120	3166584	3.79	3.11	4.47	0.02%
"Total"	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"					120	3166584	3.79	3.11	4.47	0.02%
"Total"	"2004"	"2004"	"Female"	"F"							6873	148977286	4.61	4.50	4.72	1.06%
	"2004"	"2004"	"Male"	"M"	"5-9 years"	"5-9"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	2	9951006	0.02 (Unreliable)	0.00	0.07	0.00%
"Total"	"2004"	"2004"	"Male"	"M"	"5-9 years"	"5-9"	"Suicide"	"2"			2	9951006	0.02 (Unreliable)	0.00	0.07	0.00%
"Total"	"2004"	"2004"	"Male"	"M"	"5-9 years"	"5-9"					2	9951006	0.02 (Unreliable)	0.00	0.07	0.00%
	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	50	10967974	0.46	0.34	0.60	0.01%
	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	134	10967974	1.22	1.01	1.43	0.02%
	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	1	10967974	0.01 (Unreliable)	0.00	0.05	0.00%
"Total"	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"			185	10967974	1.69	1.44	1.93	0.03%
"Total"	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"					185	10967974	1.69	1.44	1.93	0.03%
	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	7	10859759	0.06 (Unreliable)	0.03	0.13	0.00%
	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	5	10859759	0.05 (Unreliable)	0.01	0.11	0.00%
	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fall"	"GRINJ-003"	28	10859759	0.26	0.17	0.37	0.00%
	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	5	10859759	0.05 (Unreliable)	0.01	0.11	0.00%
